Fecha,Usuario,Flujo de Tarea,ID - LINK,Status,Iniciativa,Incidencias,IDs trabajados,Comentarios
15/04/2026,ext_agnovare,Soporte,16931431,HOLD,Inf. Oportunidad de mejora,Herramientas,1,FEFE-13436 Se espera creacion GTIN 7909342677419 GROUP ID 73743571 SOPM-8249
15/04/2026,ext_agnovare,Soporte,16931433,HOLD,Inf. Oportunidad de mejora,Herramientas,1,FEFE-13436. Se espera eliminacion de EAN 7909342676795 en  MLB61103427  para impactar en creacion GROUP ID 78927829 SOPM-8252
15/04/2026,ext_agnovare,Soporte,17126091,HOLD,Sugerencias de corrección,Herramientas,1,FEFE-13547 Se crea hijo en MLM18985577 GROUP ID 81607123 SOPM-8786
15/04/2026,ext_agnovare,Soporte,17144579,HOLD,Sugerencias de corrección,Herramientas,1,FEFE-13547 Esperando creacion hijo en MLM27782158 GROUP ID 81595461 SOPM-8764
15/04/2026,ext_agnovare,Soporte,17201022 SOPM-9042,HOLD,Inf. Oportunidad de mejora,Activar,1,Se crea sonajeros con EAN 074451169173 GROUP ID 82511537
15/04/2026,ext_agnovare,Soporte,17195858 SOPM-8988,HOLD,Sugerencias de corrección,Impacto BC/CMS,1,Esperando impactos en MLB66819006 GROUP ID 82933255 SOPM-8988
15/04/2026,ext_deparede,Soporte,17149786 - SOPM-8527,HOLD,Sugerencias de corrección,Soporte,1,"DATA_CABLES_AND_ADAPTERS-  ID del grupo: 81774607
ID del padre: MLB42203057
sdc
Velocidade máxima de transferência de dados 480 - FEFE 13671"
15/04/2026,ext_deparede,Soporte,"17192610 - 
SOPM-8981",HOLD,Merge,,4,cosultar con mati
15/04/2026,ext_deparede,Soporte,"17195857 
SOPM-8986",HOLD,Sugerencias de corrección,,1,"ID del grupo: 82239447 sdc
ID del padre: MLB56650986"
15/04/2026,ext_esguadal,Demanda,https://catalog-domains.adminml.com/ruler/product-suggestions/MLBS384709388,HOLD,,,1,FEFE-13661 - ID del grupo: 69581095- esperando impacto masivo
15/04/2026,ext_flagusti,Demanda,17203879 - MLBS403846929,HOLD,,Herramientas,1,
15/04/2026,ext_flagusti,Demanda,17243016 - MLMS405108176,HOLD,,Activar,1,
15/04/2026,ext_igcuevas,Enhancement,16766016,HOLD,MAO,,1,bc: 80447549
15/04/2026,ext_joastori,Enhancement,17083942,HOLD,MAO,Activar,5,Pend. Activación Hijo: ID del grupo: 82501131 - ID del padre: MLB43429318
15/04/2026,ext_jotrimar,Soporte,16742334 SOPM-7926,HOLD,Sugerencias de Creación,Soporte,10,Reportado con SUBA
15/04/2026,ext_jotrimar,Soporte,16787976 SOPM-8001,HOLD,Sugerencias de Creación,Soporte,1,reportado con SUBA
15/04/2026,ext_jotrimar,Soporte,17166026 SOPM-8887,HOLD,Sugerencias de Creación,Soporte,1,Reportado en SUBA
15/04/2026,ext_jotrimar,Soporte,17184735 SOPM-8956,HOLD,Unificación de familias,Unificación/Separación,3,
15/04/2026,ext_jotrimar,Soporte,17192596 SOPM-8965,HOLD,KV,,1,Se espera RTA de Meli
15/04/2026,ext_jotrimar,Soporte,17201033 SOPM-9056,HOLD,Sugerencias de corrección,Impacto BC/CMS,1,GR ID 82459051
15/04/2026,ext_jotrimar,Soporte,17201045 SOPM-9028,HOLD,Inf. Oportunidad de mejora,Activar,1,ID del grupo: 82511445
15/04/2026,ext_jotrimar,Soporte,17201021 SOPM-9027,HOLD,Inf. Oportunidad de mejora,Esperando respuesta,1,
15/04/2026,ext_jotrimar,Soporte,17201004 SOPM-9055,HOLD,Sugerencias de corrección,Esperando respuesta,1,
15/04/2026,ext_juawagne,Demanda,MLB6487012828,HOLD,,,1,Error no carga la tarjeta de creacion
15/04/2026,ext_julieflo,Demanda,https://catalog-domains.adminml.com/ruler/product-suggestions/MLMS404821228,HOLD,Sugerencias de corrección,Activar,1,
15/04/2026,ext_julieflo,Demanda,https://catalog-domains.adminml.com/ruler/product-suggestions/MLBS405126776,HOLD,Sugerencias de corrección,Activar,1,17243508
15/04/2026,ext_matiam,Soporte,SOPM-8250//16931407,HOLD,Inf. Oportunidad de mejora,Soporte,1,FEFE-13436. WFC
15/04/2026,ext_matiam,Soporte,SOPM-8964//17192606,HOLD,Sugerencias de corrección,Soporte,1,Derivado a meli
15/04/2026,ext_matiam,Soporte,SOPM-8995//17195855,HOLD,Sugerencias de corrección,Impacto BC/CMS,1,Grupo en impacto
15/04/2026,ext_mibrizue,Enhancement,68d7d08f-14c1-49fe-822c-4d4011bc2ed3,HOLD,Merge,Herramientas,1,https://mercadolibre.atlassian.net/servicedesk/customer/portal/121/FEFE-13668?created=true
15/04/2026,ext_ramiherr,Soporte,16931432,HOLD,Inf. Oportunidad de mejora,Fallo Impacto Manual,1,derivado (en jira figura wait for impact por que en ese estado quedo el error)- SOPM-8254 - creacion flia 77823371 . error FEFE-13436
15/04/2026,ext_ramiherr,Soporte,17144565,HOLD,Sugerencias de corrección,,16,derivado - esperando revision meli - SOPM-8746
15/04/2026,ext_ramiherr,Soporte,17158757,HOLD,Sugerencias de corrección,,34,"derviado - a meli despues de analisis de todos los casos - file adjuntado - SOPM-8875


https://docs.google.com/spreadsheets/d/1l-14RNgHBXPi3HgUrSRA01RDLP3N3I-4emyLofln-2w/edit?usp=sharing"
15/04/2026,ext_ramiherr,Soporte,17166015,HOLD,Sugerencias de corrección,,1,WFV - SOPM-8895 -
15/04/2026,ext_ramiherr,Soporte,17195844,HOLD,Sugerencias de corrección,,1,WFV  SOPM-8989
15/04/2026,ext_ramiherr,Soporte,17204908,HOLD,Inf. Oportunidad de mejora,,1,SOPM-9065
15/04/2026,ext_sancjoaq,Demanda,16608182 - MLMS384178504,HOLD,,Activar,1,https://mercadolibre.atlassian.net/servicedesk/customer/portal/121/FEFE-13651
